text,generated
"Although numerous amounts of people want to banish the Electoral College, there are more rights than wrongs about it. The Electoral College is in the Constitution for an enormous reason it is a compromise between election of the President by a vote in Congress and popular vote of qualified citizens. This process allows for the people of the nation to have a say and for the elected people of each state to speak even louder for their state. The Electoral College is despised, yet it is the smartest way on how to elect the President.

The Electoral College requires for a president to have transregional appeal. For example, rodney was a solid favorite in the South, but he cannot win with only the votes from the South because no region has enough electoral votes to elect a president. While rodney did not have to campaign much for the South, he had to campaign very heavily in the North to increase his chances of election in those states. This is an amazing result because the people want a president that is liked throughout the nation, so while he is president he can be a hugely successful one. candidates mainly focus on swing states, and dont have a lot of time for states they know they are going to win or lose however, voters in swing states are more likely to pay close attention to the campaign knowing they are the ones to decide the election. These voters in swing states are averagely the most thoughtful voters, and the most thoughtful voters should be the ones to decide the election.

Furthermore, the Electoral College should be kept because it almost always goes in favor of the people. Even though in the 2000 election Al Gore got the popular vote but George W. Busch won the electoral votes, that has not happened since 1888! The party selects a slate of electors trusted to vote for the party's nominee and that trust is rarely betrayed. Many people want to change the election for the President to popular vote, but it would be more likely to have a dispute over the popular vote than in the electoral college. Also, there could be a tie in the nationwide electoral vote because the total number of votes is an even number, but it is tremendously unlikely given that there has never been a tie. Also, the Electoral College avoids the problem of elections in which no canidate receives a majority of the voter's cast.

The Electoral College can be argued to repel potential voters for a canidate who has no hope of carrying their state, for example, republicans in California on the other hand, every voter's vote plays a big part to their state's electoral vote. Voters in presidential elections are people who want to express a political preference rather than people who think that a single vote may decide an election. The Electoral College has worked for more than a century and will keep on working if the people of the nation agree to work with it.",0.0
"There are many different things that you could do to help out the ecosystem, and reducing your car use is certainly one of them. A study conducted in Europe shows that 12% of greenhouse gas emissions are the result of passenger car overuse. But of course as humans we are bound to resist and not give up things that make our lives easier. Yet there are many alternatives to not driving a car, for example car pool, have family members pick you up, buses, trains, taxis, bikes, etc. As you can see is not a matter of lack of alternatives but a lack of interest in helping out nature and everything that it helps support.

A very important way in which car usage affects our lives is pollution, many places around the world are trying to impose taxes and fines in order to keep people from overrelying on their cars. ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city"", things like this are quite obviously why the ecosystem is not at it's worst yet. One of the most polluted cities in the world Beijing competition for Paris until law enforcers stepped in to resolve the issue. Another city fighting pollution caused by car use is Bogota, who has once again banned it's over 7.2 million population from using their cars on the ""Day Without Cars"" event. The Day Without Cars is an event that if not followed could be penalize citizens most likely monetary fines of around 25 dollars, although some were even arrested for not complying with this method. Described by Andrew Selsky as a ""program set to spread to other countries, millions of Colombians hiked, biked, skated, or took buses to work during this car free day"". Not only is this helping out the rest of the world is bringing people closer as more people go to parks, sport centers and spend time together.

With more bans and restrictions on car usage of course the car usage is destined to decrease but although it might sound terrible it could actually lead to healthier lives. With less cars on the road the air you are breathing will be more pure and healthy and less polluted. More people will have to walk which will decrease heart problems, obesity and other diseases all over the world. If people don't buy cars then companies like Ford, Toyota, Honda and more will make less money and some might run out of business but that will not happen since most people are not ready to make a commitment such as giving up your car. But if cars are not being purchased then they will stop being produced which can lead to a better economy since the government won't be spending billions on gas, diesel and such. Apparently the amount of miles driven by a person yearly has decreased over the last couple of years which has led sociologists to believe that if this pattern persists it will have many beneficial implications for the environment, even though it could have negative implications for car industries as i stated before.

Car usage will decrease since people are driving less and less every year and young people are buying less cars according to a study in 2013 that found that ""driving by young people decreased 23% between 2001 and 2009"". Even though many experts can't be sure yet, the drop in sales and decrease in usage has led many to believe that the U.S. has already peaked in miles driven and possibly car sales. There is no accurate way of predicting whether this will bring completely positive or completely negative consequences. President Obama's ambitious goals to change the greenhouse gas emissions has proven to shift or change the way people act as recent studies show that ""Americans are buying fewer cars, driving less and getting fewer licenses as each year goes by"".",0.0
"Dear Senator, The Electoral College as controversial as it is can be a very simple choice to either keep it as it is, or to change the voting process to a popular vote process that in which the people vote directly for the President of their choosing. I believe that you should consider changing the Electoral College to a Popular vote voting process for reasons such as, the fact that only ""one half of Americans are voting"" because they do not believe that their vote will count in states such as California and Texas because the voters do not believe that the candidate will carry their state anywhereIn Defense of the Electoral College section 23. Another reason is because of the winnertakeall system the candidates will not campaign as much in states they think they will win over without going there and they focus on the ""swing states"" instead.

Senator, one of the reasons that I believe you should consider changing to the Popular Vote process is because ""only one half of the eligible American population voted in the 2012 election""In Defense of the Electoral College section 23 for reasons I believe is that they do not think that the candidate running will go somewhere with their state and the fact that they do not think their votes will actually count towards the President that they would like to win. Also the fact that segreagationists will try and corrupt the voting process in the Electoral College, i. e. When John F. Kennedy was running for President segregationists tried to replace Democratic Electors with other electors to try and go against Kennedy therefore giving the opponent the upper handThe Indefensible Electoral College Section 11.

Senator, on the contrary I would understand why you would like to keep the Electoral College because of it being a set compromise that the founding fathers created, making voting equal by letting ""qualified citizens in congress"" have the last word into the decision What is the Electoral College Section 1. In a way I see how you would think that the Electoral College is a fair system because the people are still choosing somewhat who the Electoral College elects and the fact that anachronism is a factor that plays into the Electoral College greatlyIn Defense of the Electoral College Section 15. The Electors elected should be trusted truthful people and they are to vote for the nominee in honest fact of who got the most electoral votesIn Defense of the Electoral College Section 16 but sometimes even if the electoral votes are calculated and are higher the popular vote could be higher than the electoral vote even if its a rare occuranceIn Defense of the Electoral College Section 16.

Senator, as you see both sides of this controversy you could also see that the Winnertakeall method is all in all unfair. In the winnertakeall method the candidates that are in the election will take more time to go to the bigger states and try and have ads for their campaign posted in there and not in the littler states they believe they will win without campaigning there. The candidates will focus even more on the ""swing states"" because they believe they will have more luck in those states than the other smaller states. ""Seventeen states didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't see a single campaign ad""What is wrong with the Electoral College Section 13 this fact goes to show that the candidates would rather focus more on the larger states and ""swing states"" than go to the smaller states this makes those smaller states less encouraged to vote because the candidates don't even bother to come to them to campaign.

Senator, in the end I strongly believe that you should think about changing the Electoral College to a Popular Vote process because it will give the voters an incentive for them to vote, for them to decide who wins and who will run their state or country. Power to the People has always been a great thought to keep running around in your brain for me.",0.0
"In the generation we are living in today cars are a huge part of our everyday lives. Whether it's going to schoolwork, hanging with friends or anywhere really people rely on their cars for everything and you never hear anyone talk about walking, biking and taking another way of transportation. It's whole new era with how are society is created and working but it's how we are living, and it seems to be working. Elisabeth Rosenthal, Robert Duffer, and Andrew Selsky all have the same mindset when talking about cars while each are talking about a different reason to decrease car usage, they all have a common interest in wanting it to be implied or simply like how it is being enforced. So after reading very specific, factual, and information articles I now know the advantages of limiting car usage and that is to save time and businesses, conserve resources, and having a vast decrease in car culture.

Imagine yourself on a bad morning, you woke you late and you're probably rushing out the door for work, and as a fellow American I would know that there is early morning traffic no matter where you are headed. But if you didn't use a car and maybe walked or rode a bike you could easily get there faster if it was a reasonable distance. ""In a program that's set to spread to other countries, millions of Colombians hiked, biked, skated or took buses to work during a carfree day yesterday, leaving the streets fo this capital city eerily to devoid of traffic jams"" Selsky, par 20. This goes to show that when people took other steps to get to work instead of cars that there was no traffic jams. Which means no waitng which also means getting to work at a normal time, or for some, even on time. When you think about it you know that the roads can be a really busy and hetic place to be if you time it just right, so if you take the extra measure and maybe walk home you can easily make faster time and not just that but it helps the environment. Now another advantage of not using cars is businesses start to flourish. ""Parks and sports centers also have bloomed throughout the city uneven, pitted sidewalks have been replaced by broad, smooth sidewalks rush hour restrictions have dramatically cut traffic and new restaurants and upscale shopping districts have cropped up"" Selsky, par 28. Since many people have decided not to use their cars they walk or bike and that can lead to going to places near by which would mean they see more of their city than they did in a car. More eyes are to catch businesses and they find themselves walking into a store because they aren't rushed andor it might just look intersting which is a huge benefit for companies.

Secondly, another advantage on limiting car usage would be conserving resources. This is a very major step when it comes to the environment and things like these should be enforced for a greener Earth. ""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe... and up to 50 percent in some carintensive areas in the United States"" Rosenthal, par 5. This is damaging our Earth and the only to prevent it is to limit your car use. Because how it's happening and how it's polluting our Earth is from the cars tailpipes when it releases the exhaust. Due to this hazardly problem laws are starting to be made to limit the use. Towns and cities have tried to come up with a nodriving day to decrease the use and help the environment, and in many cases it has worked while in some, it hasn't. ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city"" Duffer, par 10. In effect to this 'experiment' it is shown that this way of thinking had changed Paris pollution decreased and congestion in traffic was down and the smog that was being created by cars had stopped the next couple of days. It's unbelievable to know what can happen when you limit yourself.

Finally, it is clear that there is a decrease in car culture. There have been recent studies that imply that more Americans aren't driving or just plain out don't want to get their licenses. ""A study last year found that driving by young people decreased 23 percent between 2001 and 2009..."" Rosenthal, par 41. We aren't really understanding as to why this is happening. Maybe it's because they are afraid of getting a ticket, their parents haven't allowed it, they are against pollution it's not known. But what we do know is that yes, it's saving the environment but it's hurting the car businesses. ""If the pattern presists and many sociologists believe it will have a beneficial implications for carbon emissions and the environment, since transportation is the second largest source of America's emission, just behind power plants"" Rosenthal, par 34. Yes, this is going to increasingly better our enivornment by not having more cars on the road to pollute, but it will for sure hurt the car industry. Not many people even have the money to go out a buy a car in this economy. And from the car businesses in ruins, some are even rebranding themselves. The change in car culture is known for much less commuting due to technology as well.

Lastly, a reminder of the advantages in limiting car usage are saving time and businesses, conserving resources and a decrease in car culture. So when you're on the road, start thinking about ways to stop your use of cars and see how it would benefit the environment cause the more we drive around the worse our Earth will become.",0.0
"We should keep the Electoral College for a number of reasons. While it is usually thought of as ""out of place"", it is the fairest method in voting for our President. The Electoral College, first of all, the outcome of the Electoral vote is less likely to cause a dispute than the popular vote. Second, avoids the problem of RunOff Elections. Last, the Electoral College helps balance the political weight for large states by population. We need the Electoral College so not create any problems.

The outcome of the Electoral College vote is less likely to cause a dispute than the popular vote. The number of electoral votes a candidate gets usually exceeds his popular vote. For example, ""Obama received 61.7 percent of the electoral vote compared to only 51.3 percent on the popular votes cast for him and rodney."" Since most of the states have a ""winnertakeall"" system, its easier to determine which candidate gets the electoral vote if there is a plurality in the state. A tie in the electoral vote is possible, but not very likely, even if the total is an even number. Voting based on the popular vote would just cause more problems than we would like to deal with.

RunOff Elections are avoided because of the Electoral College. RunOff elections are elections that are caused when neither candidate receives a majority of the votes given. As the article states, ""Nixon in 1968 and Clinton in 1992 both had only 43 percent plurality of the popular votes, while winning a majority in the Electoral College 301 and 370 Electoral Votes"". The Electoral College clearly shows who wins without any complications that would create pressure for runOff Elections. We are releived of this pressure because we have the Electoral College.

Finally, the Electoral College helps balance the weight that large states lose because of I urge this country to continue with the Electoral College as it always has! There may be better methods out there, but the Electoral College is the best system we have right now.",0.0
"I beam, flashing a smile towards the camera of my mom's iPhone. In my hand, I grip a fourbythree inch square of plastic that, in my perspective, is synonymous with freedom. It's the moment every kid dreams about, lying bellydown on the kitchen floor and pushing a Barbie jeep around their mother's feet as she labors away at the stove, the stark scent of garlic filling their little noses. Finally, I got my driver's license! While definitely a defining moment of adolescence, most teenagers refuse to acknowledge the degrading qualities of driving. Limiting car usage has a multitude of benefits, such as decreasing air pollution and improving the health and quality of life of the world's people.

As a new driver, there is nothing I despise more than waking up to severe smog, squinting as I corral my vehicle down blurred roadways en route to school. By utilizing my own vehicle, however, I am adding to the problem. Smog and other forms of unaesthetic air pollution are caused in part by the greenhouse gas emissions from cars tailpipe. In the United States, passenger cars are responsible for up to 50% of greenhouse gas emissions. Source 1 Another large percentage of these emissions comes from the inefficient, energywasting, carbonspewing processes required to create gasoline and diesel fuel. Essentially, we emit large amounts of greenhouse gases to produce fuel for our vehicles which, in turn, release more greenhouse gases. As an AP Environmental Science student, I know better than anyone the degrading results of excessive greenhouse gases. As these particles accumulate in the atmosphere, light from the sun, including harmful ultraviolet rays, stays trapped in our planet, causing a gradual rise in average temperature. This process is known as global warming. Besides being dangerous to our planet, air pollution is unappealing visualy to all inhabitants of Earth. Smog once reached such high levels in Paris, the capital of France, that a partial driving ban was placed on the city to purify the air. After one day of diminishing the number of cars on the roads by 50%, the smog had cleared enough for civilians to continue their daily activities. Source 2 The grotesque images associated with smog can harm Paris' economy tourists want to view the Palace of Versailles with a tear in their eye from its beauty, not from the sting of air pollutants.

Limiting car usage also has a variety of physical and psycological benefits that improve the health of earth's people. For example, a suburban community in Germany, known as Vauban, has gone completely carfree. 57% of Vauban's residents sold a car to move in and, so far, the majority of them seem to be enjoying the benefits. Heidrun Walker, a media trainer and mother of two, is one of them. ""When I had a car, I was always tense,"" she said, ""I'm much happier this way."" Source 1 Walker's statement shows the improved psychological wellbeing of those who do not rely on cars for the majority of their transportation. Decreased reliance on motor vehicles can also improve the physical health of humanity. Without personalized vehicles for transportation, many people will walk, jog, bike, or skate to their various destinations. Such a phenomenon occurs annually in Bogota, the capital of Columbia. Every year, they host a ""Day Without Cars"", during which Columbians rely on their own two feet to move about their sprawling city. Source 3 Physical activities such as walking have a variety of benefits, including increased cardiovascular health. If more countries hosted events similar to Bogota's ""Day Without Cars"", emergency rooms may find they have less clogged arteries to deal with.

Limiting car usage has many pros, including decreased air pollution and increased mental and physical wellbeing of the world's people. The next time you unlock your car to drive two minutes to your friend's house, stop and consider the consequences of your actions. Consider the health of yourself and your planet, and try walking instead.",0.0
"Voting. Voting is a pretty big deal that only comes around so many years. And with voting the citizens of the U.S. have a voice. And also the voting method in which the president is elected by popular votes is just fine and it should be the only way people vote for their president. No one else should vote for them. The people have the right to choose who ever they want. And no one has the right to vote for any other person but them. The popular is just fine because first of all the popular vote for president method is more fair than the electoral college voting method. Secondly, the popular vote for president is less complicated, where as the electoral college can cause complications and problems.

To start off, the popular vote for president is more fair than the electoral college. First, there really is no way of cheating in the popular vote method because people vote once for whom ever they want to be president out of the people elected and then the president is chosen that way. The popular votes method is more fair because candidates spend a little time in every if not majority of the states, depending on how much time they have. But as stated in the article written by Bradford Plumer in the electoral college voting method ""candidates don't spend time in states they know they have no chance of winning, focusing only on the tight races in the ""swing"" states."" That is not fair every state should be able to see the candidates who are going to be serving the country and see what they are like and how they can help the country. And this has happened before where the candidates didn't even bother showing up in some of the states. One example would be as stated in the article By Bradford Plumer ""during the 2000 campaign, seventeen states didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't get to see a single campaign ad."" Now how on earth can people vote for their new president if they have absoloutley no idea of what the president is capable of doing to help or even hurt the country.

Next, the popular vote for president is less complicated, unlike the electoral college where complications, problems, and just a big mess could happen. With the popular vote it is pretty straight forward and simple. The people vote for whom ever they want to be their next president and serve the country, the votes get counted up and whoever has the most votes gets to be the new president. But with the electoral college if a tie had occured as stated in the article written by Bradford Plumer ""the election would be thrown to the House of Representatives, where state delegations vote on the president.The Senate would choose the vicepresident. Because each state casts only one vote, the single from Wyoming, representing 500,000 voters, would have as much say as the 55 representatives from California, who represent 35 million voters."" Now that sure seems to be complicated. Just one vote represents 500,000 or 35 million voters. The popular vote method is a lot more simple it doesn't require all of these steps. With the popular vote everyone votes and the majority of the votes is the winner, as simple as that. It doesn't require going to the representatives who vote for themselves and a whole bunch of other people as well.

In conclusion, the popular vote method is better because it is more fair. It gives people a voice to choose for whom ever they want not what anybody else wants. Also, the popular vote method is a whole lot less complicated than the electoral college. Where if there is a tie the representatives vote for themselves and are also representing thousands of other people who may or may not want that specific candidate to be president. So voting is no joke it is serious and it shouldn't be taken as a joke either. Every person should have a voice they should be able to vote for who ever they desire. No one else should be able to vote for them, not even the representatives. Voting is no joke.",0.0
"The Electoral College is a very useful and easy was of voting. According to thee article ""What Is thee Electoral College"" by thee Office of thee Federal Register, ""The Electoral College process consists of thee selection of the electors, thee meeting of thee electors where theey vote for President and Vice President, and thee counting of thee electoral votes by Congress."" Basically we vote for our electors which theen theey vote for thee President which seem to be working just fine why change it?

There are many resons why people are in favor of changing thee Electoral College for popular vote. In thee article ""Why even thee bestlaid defenses of thee system are wrong"" by Bradford Plumer he asks ""Can voters control whom theeir electors vote for?"" Then answers himself withe ""Not always."" This may be true but voters do get to vote for theier electors and it is thee voters job to vote for thee one theey believe will choose thee right president. The people need to put faithe in theier electors, and even if thee Electoral College was changed to popular vote theey would have to vote for thee president and put faithe in him or her to make thee right decisions for theem, is theey same basic theing but having electors are just anotheer step.

""The Electoral College restores some of thee weight in thee political balance theat large states by population lose by virtue of thee malapportionment of thee Senate decreed in thee Constitution"" This was stated in thee article "" Five reasons to keep our despised metheod of choosing thee President"" by Richard A. Posner. This is a very good point he made, thee larger states get more attention thean thee smaller states when it comes to popular voting in presidential elections because theey have a much larger population giving theem more votes.

When it comes to popular voting theere have been times where no candidate has a majority cast of votes and thee Electoral College Prevents theat problem. In 1968 Nixon received 43 percent plurality or more votes thean thee otheer candidates but still not receving a clear majority of votes in thee popular votes same withe Clinton in 1992 but theey bothe won majority in thee electoral College, so theere was no need for and runoff election.

I believe theat we shouldn't change thee Electoral College for popular votes thee way we arevoting now is working just fine and it makes it so larger states like Texas don't get more of an impact on thee election because of theier population thean smaller states like Rhode Island. Also thee Electoral College prevents Runoff elections. Even theough some believe thee Electoral College as an anachronism I theink theat thee Electoral College is still a good way of voting.",0.0
"""It's official: The electoral college is unfair, outdated, and irrational. The best arguments in favor of it are mostly assertions without much basis in reality. And the arguments against direct elections are spurious at best. It's hard to say this, but Bob Dole was right: Abolish the electoral college!"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". Most supporters of the Electoral College don't understand that electors are not always honest, just because people vote for the elector that is for the presidential candidate they favor of doesn't garentee the electors vote. ""What have Richard Nixon, Jimmy Carter, Bob Dole, the U.S. Chamber of Commerce, and the AFLCIO all, in their time, agreed on? Answer: Abolishing the electoral College!"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". People want to eliminate The Electoral College, and change to election for President of the United States to election by the popular vote. The public is not voting for their presidential candidate, they are voting for the foisting electors, and in the case of a tie, the House Of Representatives are thrown the election, where people are not proportionally represented.

Furthermore, voting for electors is not the same as voting for the presidential candidate. ""Can voters control whom their electors vote for? Not always. Do voters sometimes get confused about the electors and vote for the wrong candidate? Sometimes"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". This process called ""The Electoral College"" is faulty and not efficacious people are constantly deceived that they are voting for the presidential candidate, but as shown this is not always true. Not to omit anything, voters don't choose who the electors are, so who can garentee their loyalty, honesty, and the fulfillment of the will of the people. ""Back in 1960, segregationists in the Louisiana legislature nearly succeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy. so that a popular vote for Kennedy would not have actually gone to Kennedy."" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". The deception and deferment can not be more evident and clear. The Electoral College is not a stable foundation to rely our country on. ""In the same vein, ""faithless"" electors have occasionally refuse to vote for their party's candidate and cast a deciding vote for whomever they please..."" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". Their deferment and inevitable deception is clear and pellucid The Electoral College should not be trusted! The people should vote!

In continuation, in the case of a tie in electoral votes the House of Representative would be responsible for choosing the president and vice president, but their method is just as outrageous as The Electoral College. ""Because each state casts only one vote, the single representative from Wyoming, representing 500,000 voters would have as much say as the 55 representatives from California, who represent 35 million voters"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". In what world in this sensible, sane, or intellegent? Well, it seems this ubsurd representation can be found on a planet called Earth, whose inhabitants claim to be intellectual beings. ""Given that many voters vote one party for president and another for Congress, the House's selection can hardly be expected to reflect the will of the people. And if an electoral tie seems unlikely, consider this: In 1968 a shift of just 41,971 voters would have deadlocked the election In 1976, a tie would have occured if a mere 5,559 voters in Ohio and 3,687 voters in Hawaii had voted the other way. The election is only a few swing voters away from a castastrophe"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". People are told that ""voting makes a difference"", but with all these false representations, can people continue to say this without becoming a liar themselves. With all these holes in the ship, howcome The Electoral College hasn't sunken yet. The majority is in favor of switching the process of election for President of the United States to election by the popular vote.

To conclude, the transition from ""The Electoral College"" to election by the popular vote for the President of the United States would be the best thing for this beloved country. Voting for electors is not the same as voting for the desired candidate, and in the case of a tie the House of Represenatives unproportionally represent the will and voice of the people. Voters should be allowed to vote and be represented justly, and not defied and deceived into voting incorrectly or indirectly. Let the people be heard, when they chant in unicen: ""Let us Vote"". The president who says he is ""For the people"" should be chosen ""By the people"".",0.0
"In the following ideas and information passage set we see the effects of using cars too much and how limiting our car use can have a huge impact on, not only our environment, but also on cities on people. Limiting our car usage isn't only a thing that the United States has to work on, but we see that Central America and Europe also has to work on it. Limiting our car usage isn't a small issue, but more of a global issue. Over the years we have seen the effects of global warming something cause by fossil fuels, which is gas coming from our cars and how they have had an enormous impact on our world. So, why is liming our car usage even remotely important to us?

In the second article ""Paris bans driving due to smog"", paragraph 10, the first thing it says is ""After days of nearrecord pollution.."", well, what does this say about how we're living today? Paris so close to to being on record breaking pollution, not that it's anything to be proud of. But, if that's how much pollution Paris has, which is a famous city for not only being the ""City of Love"", but for also being big, how will every other city's pollution be? Cities have been growing and expanding so much recently, factories are being built and more cars are being sold, how will this help limiting our car usage? If cities keep expanding, we'll just be adding to the pollution that already exists. After a couple decades all the issues we seem to be ignoring will come up and if the problems are bad now, how bad will they be in the future? This isn't just something we can ignore!

Like David Goldberg says in paragraph seven in ""In German Suburb, Life Goes On Without Cars"" ""All of our development since World War II has been centered on the car.."". Why have we been focusing more on a car than on health and medicine and cures for some illnesses? Why is a car so important? Yes it makes going to places much more easier and quicker, but at what cost will we go to to make things easier on us? It isn't jsut about the pollution caused from our cr usage, but it's also about our health. There are fewer and fewer parks by the year because we'd rather have all our tax money go towards roads instead parks. More malls are opening up and more fast food places are opening up on big interstates and highways, and now all we really have to being close to nature is when we pass by the trees near the interstates and highways. We need trees in order to have oxygen, but if all this pollution is slowly killing trees, how much more time do we have left before we realize it's too late to try saving our trees and limiting our car usage? Back then no one really worried much about limiting our car usage and pollution, because it wasn't that bad. Now all you ever really hear is about pollution and how to stop it.

Even though we really have got to start limiting our car usage, there is still hope in lowering and or even stopping pollution. We could start off small, for instance, by having a day where no one is allowed to drive their cars to places or be fined if you do drive, like Bogota, Colombia does in ""Carfree day is spinning into a big hit in Bogota"". It must've had a positive effect because it encouraged Cali and Valledupar, two other Colombian cities, to participate in the event as well.",0.0
"I was very excited about my first trip to the West Coast California that I took last summer. It was a place Ive always fantasized over because of its variety of beauty from the surfing beaches to the skiing mountains to the north. When I first landed in LA, I expected some hustle and bustle of the city like Miami, but it was overwhelming to see the smog and traffic that polluted many peoples views of California, along with the air. Unfortunately, this is the case in many car intensive cities across the globe where limiting car usage would go a great deal farther than people actually know. The advantages of limiting car usage would allow for cleaner cities with less air pollution, and provide safety for pedestrians and even other carusers.

According to source 1 on carfree cities, Elizabeth Rosenthal states ""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe... and up to 50 percent in carintensive areas of the United States"" Rosenthal, paragraph 5. This stat only presents part of the problem as the commercial and delivery industry add to that figure as well. Limiting car usage across the world is becoming more and more popular, as people finally come to realize the devastating effects of the greenhouse gas emissions on the atmosphere. Projects in places like France, Colombia, the United States, and other countries across the globe are making a huge effort at reducing car usage, and according to source 4 by Rosenthal, they seem to be working. "" Recent studies suggest that Americans are buying fewer cars, driving less and getting fewer licenses as each year goes by""paragraph 29. Obviously, car usage altogether will not end, but limiting it can do a great deal in protecting the only planet sustainable for human life.

Furthermore, limiting the use of cars in areas of large pedestrian population, such as New York City, would ultimately lead to less tragic car accidents. Approximately 500 car accidents occur daily in the United States and probably upwards of 5000 across the globe. Car accidents are the leading cause of death in many societies which is unfortunate because almost all are preventable. Its when the driver is given too much power behind the wheel that their guard is let down. The rise of cellphones and texting have not helped the situation at all either. The good news is that the programs used worldwide solely for the purpose of reducing greenhouse gas emissions, are also reducing car accidents. "" Congestion was down 60 percent in the capital of France"" Duffer, paragraph 14. Also in source 3 describing Bogota's Car free day is spreading to other countries of LatinAmerica with the intention of reducing traffic and allowing safer passage for pedestrians.

Ultimately, the importance of limiting carusage across the world is being seen as crucial and is starting to take off. Limiting car usage reduces air pollution which is a serious threat to humanity these days, and also diminishes car related accidents. At the end of my trip to California, I was able to see the real beauty of the nature outside the city, when I got off the highway.",0.0
"Do you know why the earth has air pollution ? they are many reason from cars. Limiting car usage could have many advances because it can slow down air pollution,save money, and safety. Sit back and relax while I explain.

To begin one of the advantages of limiting car usage is that it can slow down air pollution.

First reason that limiting car usage is that it can slow down air pollution is that because in the passage it says that ""after days of nearrecord pollution,Paris enforced a partial driving ban to clear the air of the global city."" what that quote was basically saying was that the air pollution in paris was so terrible that they had to ban driving in order for the air to get stabilized. Next limiting car usage can slow down car pollution because it will keep major fuel companies from burning coal into the air. Lastly limiting car usage can slow down air pollution by using bikes,walking,taking the bus,riding skate boards,taking the subway,and ect.

Next one of the advantages of limiting car usage is it saves money.

the first reason limiting car usage saves money is because in one of the passages it says that ""The goal is to promote alternative transportation and reduce smog. violaters are to face 25 fines"". and I dont think any one want to be a part of that. Next one of the advantages of limiting car usage is that it saves money because when a person has a car they spend lots on money to put gas in their car every week and every year gas prices are rising. finally one of the advantages on limiting car usage is it saves money is because people that drive have to be aware of tickets that are very expensive also mantanace for your car like tires, lights,oil and ect if you limit your car usage over time you will see yourself spending less.

Finally one advantage on limiting car usage is safety. The first reason lmiting car usage can raise safety is because in the passage it says ""pedestrian,bicycle,private cars,commercial and public transportation traffic are woven into a connected network to save time,conserve resouses,lower emissions and improve safety"". The next reason limiting car usage can bring safety is by stoping traffic jams and droping the percentage of the amount of people dying fron car accidents. The final reason limiting car usage can bring safety keeping motorcyclists,bikers,and pedestrians from getting hit by cars also keeping drunk drivers of the streets.

To sum up they are many advantages of limiting car usage ,my reasons are it can slow down air pollution,save money, and safety I told you my reasons now tell me yours.",0.0
